$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P0;P max
DOLLE;string;Steinkohle;D;E001;string;10,1;280,2;362
ELMEN;string;Steinkohle;D;E001;string;44,7;473;473
EMDEN;string;Gas;D;E001;string;10;19,1605;50
ERFUR;string;Pumpspeicher;D;E003;string;0;756;756
ESCH;TWINERG;GuD;D;E001;220;82,934;96,064;415
ETZEN;string;Pumpspeicher;D;E003;string;0;254;254
FARGE;string;Steinkohle;D;E001;string;105;350;350
FLEBOUR;ESCH-SUR-SURE;Wasserspeicher;D;E003;220;0;13;13
FRANF;string;Steinkohle;D;E001;string;11,2;137,4432;287
GAREN;string;Gas;D;E001;string;83,4;96,5399;417
GERST;string;Steinkohle;D;E001;string;11;1276,5971;2307
GOHRP;string;Braunkohle;D;E001;string;0;2,4003e-12;1231
GRAFE;string;KKW;D;E001;string;892,5;1275;1275
GROHN;string;KKW;D;E001;string;952;1360;1360
GROSG;string;Öl;D;E001;string;17;69,4;347
GROSK;string;Steinkohle;D;E001;string;74,7;1190,4518;1674
GUNDE;string;Steinkohle;D;E001;string;33,6;2819,4956;3292
GURTW;string;Pumpspeicher;D;E003;string;0;1820;1820
HALFE;string;Braunkohle;D;E001;string;0;3,1977e-13;85
HAMBO;string;Steinkohle;D;E001;string;22,5;194;194
HANEK;string;Gas;D;E001;string;11;1537,547;2149
HANNO;string;Gas;D;E001;string;20,4;89,0826;332
HBORN;string;Gas;D;E001;string;18;72,9627;255
HEILB;string;Steinkohle;D;E001;string;25,5;390;390
HELMS;string;Braunkohle;D;E001;string;0;3,7873e-13;352
HERNE;string;Steinkohle;D;E001;string;3,4;118,4;132
HEYDE;string;Steinkohle;D;E001;string;2,4;977,7365;1197
HOHEN;string;Öl;D;E001;string;15,48;15,48;78
HUNTO;string;Gas;D;E001;string;64,2;76,7791;321
INGOL;string;Öl;D;E001;string;77,2;154,4;772
IRSCH;string;Gas;D;E001;string;4,6;105,3296;461
ISAR;string;KKW;D;E001;string;614,6;2288;2288
ITZEH;string;Öl;D;E001;string;17,6;17,6;88
JAENS;string;Braunkohle;D;E001;string;0;2,3833e-12;2790
KIEL;string;Steinkohle;D;E001;string;96,9;323;323
KLOST;string;Pumpspeicher;D;E003;string;0;160;160
KNAPS;string;Braunkohle;D;E001;string;0;174,7546;852
KOEPC;string;Pumpspeicher;D;E003;string;0;631;631
KRIEG;string;Gas;D;E001;string;10,6;210,7715;876
KRUCK;string;Gas;D;E001;string;2,4;555,3341;714
KRUEM;string;KKW;D;E001;string;0;1340;1340
KUEHM;string;Pumpspeicher;D;E003;string;0;720;720
KUPFE;string;Gas;D;E001;string;11,4;20,9915;57
KUSEN;string;Steinkohle;D;E001;string;103,5;690;690
LANDE;string;Gas;D;E001;string;100;113,5373;500
LAUCH;string;Braunkohle;D;E001;string;0;24;1178
LEUPO;string;Wasserspeicher;D;E003;string;0;46;46
LIPPB;string;Steinkohle;D;E001;string;0;596;596
LUDER;string;Pumpspeicher;D;E003;string;0;320;320
MALCH;string;Gas;D;E001;string;7,5;62,5988;152
MARIE;string;Öl;D;E001;string;4,64;18,56;96
MARKB;string;Pumpspeicher;D;E003;string;0;2092;2092
MEHRU;string;Steinkohle;D;E001;string;207;690;690
MENGE;string;Steinkohle;D;E001;string;215,1;717;717
METZI;string;Pumpspeicher;D;E003;string;0;180;180
MITTE;string;Gas;D;E001;string;10,2;211,4757;635
MOELL;string;Steinkohle;D;E001;string;95,4;640;640
MUEND;string;Gas;D;E001;string;60,6;73,0561;303
NDVIE;string;Steinkohle;D;E001;string;31;320,2544;433
NECKA;string;KKW;D;E001;string;27;2378;2486
NEURO;string;Steinkohle;D;E001;string;60,75;1063;1063
NIEDS;string;Pumpspeicher;D;E003;string;0;2192;2192
NWIES;string;Gas;D;E001;string;0;21,0952;115
OBERN;string;Wasserspeicher;D;E003;string;0;72;72
OBERZ;string;Gas;D;E001;string;0;133,2576;2600
OPLAD;string;Braunkohle;D;E001;string;0;8,0865;1081
OSTER;string;Gas;D;E001;string;0;118,4561;581
PHILI;string;KKW;D;E001;string;623;2292;2292
PLEIN;string;Öl;D;E001;string;138,8;138,8;694
POEPI;string;Steinkohle;D;E001;string;103,5;345;345
POLSU;string;Steinkohle;D;E001;string;103,5;1021;1021
PULGA;string;Braunkohle;D;E001;string;0;9,1453e-13;1750
RAITE;string;Gas;D;E001;string;15;50,6077;150
REMPT;string;Pumpspeicher;D;E003;string;0;160;160
REUTE;string;Steinkohle;D;E001;string;6;282;282
RHEIN;string;Gas;D;E001;string;8;208,0598;407
ROMME;string;Braunkohle;D;E001;string;0;4,6358e-12;5253
ROOST;REDANGE;Gas;D;E001;220;7,534;15,6794;38
ROSTO;string;Steinkohle;D;E001;string;152,4;508;508
ROXEL;string;Öl;D;E001;string;4,66;13,98;72
SCHOL;string;Steinkohle;D;E001;string;21;70;70
SIEGB;string;Braunkohle;D;E001;string;0;3,2948e-13;118
STREU;string;Pumpspeicher;D;E003;string;0;40;40
SWPUM;string;Braunkohle;D;E001;string;0;8,8372e-13;1536
THYRO;string;Gas;D;E001;string;7,3;123,9831;300
TIENG;string;Gas;D;E001;string;0;956,3358;980
UCHTE;string;Gas;D;E001;string;25;692,0125;781
UENTR;string;Gas;D;E001;string;167,6;182,5041;838
UNTER;string;KKW;D;E001;string;941,5;1345;1345
URBER;string;Pumpspeicher;D;E003;string;0;440;440
VELTH;string;Steinkohle;D;E001;string;13;498,6375;796
VIANDEN;VIANDEN;Pumpspeicher;D;E003;220;-850;1096;1096
WALDE;string;Wasserspeicher;D;E003;string;0;1266;1266
WALSU;string;Steinkohle;D;E001;string;38,7;628;628
WENDL;string;Gas;D;E001;string;10;391,2604;553
WESTE;string;Steinkohle;D;E001;string;238,2;794;794
WILHE;string;Steinkohle;D;E001;string;11,2;768,2;813
ZENSE;string;Steinkohle;D;E001;string;208,5;1390;1390
ZUKUN;string;Laufwasser;D;E001;string;0;28;28
AMAGER;AMAGERVAERKET;Steinkohle;DK_O;E001;150;122,445;409;409
ASNAES POWER STATION;ASNAESVAERKET;Ölschiefer;DK_O;E001;380;211,03;343,6254;1056
AVEDÖRE POWER STATION;AVEDÖRE VAERKET;Gas;DK_O;E001;380;161,63;809;809
BORUP;HILLERÖD;Gas;DK_O;E001;150;15,03;76;76
GLENTEGÄRD;DTU;Gas;DK_O;E001;380;7,23;37;37
H. C. ÖRSTED POWER STATION;H. C. ÖRSTED VAERKET;Gas;DK_O;E001;380;26,23;132;132
HASLEV;HASLEV;Heizkraftwerk;DK_O;E001;150;0;4;4
HEJNINGE;SLAGELSE;Heizkraftwerk;DK_O;E001;150;0;10;10
KYNDBY;KYNDBYVAERKET;Öl;DK_O;E001;380;134,83;254,5336;675
RINGSTED;RINGSTED;Gas;DK_O;E001;150;1,83;10;10
STIGSNAES;STIGSNAESVAERKET;Steinkohle;DK_O;E001;150;122,145;408;408
SVANEMÖLLE;SVANEMÖLLEVAERKET;Steinkohle;DK_O;E001;150;23,745;80;80
TEGLSTRUPGÄRD;HELSINGÖR;Gas;DK_O;E001;150;11,03;56;56
VALSEVAERKET;HELSINGE;Gas;DK_O;E001;150;0,25;2;2
VESTLOLLAND;MARIBO;Heizkraftwerk;DK_O;E001;150;0;8;8
ABILDSKOV;GLAMSBJERG;Gas;DK_W;E001;150;0,37;0,37;2
BREDEKAER;HJÖRRING;Gas;DK_W;E001;150;11,63;11,63;59
ENSTED;ENSTED VAERKET;Steinkohle;DK_W;E001;220;186,945;517,3815;624
ESBJERG;ESBJERG VAERKET;Steinkohle;DK_W;E001;150;112,845;296,0741;377
FYNS;FYNS VAERKET;Steinkohle;DK_W;E001;380;201,945;563,2948;674
HATTING;HORSENS;Müll;DK_W;E001;150;0;34;34
HERNING;HERNING;Gas;DK_W;E001;150;17,43;17,43;88
LYKKEGÄRD;BRAMMING;Gas;DK_W;E001;150;2,77;2,77;14
MAGSTRUP;HADERSLEV;Müll;DK_W;E001;150;0;2;2
MOSELUND;RANDERS;Steinkohle;DK_W;E001;150;15,045;35,0675;51
NIBSTRUP;TAARS;Gas;DK_W;E001;150;0,63;0,63;4
NORDJYLLANDS;NORDJYLLANDS VAERKET 1;Steinkohle;DK_W;E001;380;197,445;549,4931;659
SKAERBAEKVAERKET;SKAERBAEKVAERKET;Gas;DK_W;E001;380;78,03;78,03;391
STRUER;MÄBJERG;Heizkraftwerk;DK_W;E001;150;0;27;27
STUDSTRUP;STUDSTRUPVAERKET;Ölschiefer;DK_W;E001;380;139,63;139,63;699
SVENDBORG;RUDKÖBING;Heizkraftwerk;DK_W;E001;150;0;1;1
TANGE;BJERRINGBRO;Gas;DK_W;E001;150;0;12,03;21
THYREGOD;NÖRRE SNEDE;Gas;DK_W;E001;150;0,35;0,92;5
ÄSTRUP;GRENÄ;Heizkraftwerk;DK_W;E001;150;0;17;17
ARAMON;ARAMON;Öl;F;E001;380;297,186;297,186;1486
ARRIGHI;ARRIGHI;Gas;F;E001;220;67,186;67,186;336
ASTON;ASTON;Wasserspeicher;F;E003;220;0;156;156
AUSSOIS;AUSSOIS;Wasserspeicher;F;E003;220;0;238;238
BAIXAS;CALCE;Müll;F;E001;380;0;1,6464e-13;108
BATZENDORF;SCHWEIGHOUSE-SUR-MODER;Müll;F;E001;220;0;1,6076e-13;89
BAYET;BAYET;Gas;F;E001;380;98,786;98,786;494
BEAUCHAMPS;IKOS - FRESNOY FOLNY;Gas;F;E001;220;17,366;17,366;87
BEAUREGARD;BLOIS;Müll;F;E001;220;0;1,6137e-13;92
BELLEVILLE;BELLEVILLE;KKW;F;E001;380;1834;2268,131;2620
BERANVILLE;EVREUX;Müll;F;E001;220;0;1,6157e-13;93
BIANCON;ST. CASSIEN;Wasserspeicher;F;E003;380;0;61;61
BRAEK;BRAEK;Gas;F;E001;220;177,186;177,186;886
BRENNILIS;BRENNILIS;Gas;F;E001;220;76,186;76,186;381
BROMMAT;BROMMAT;Wasserspeicher;F;E003;380;0;484;484
CAEN;LDC;Gas;F;E001;220;17,246;17,246;87
CANTEGRIT;PONTENX-LES-FORGES;Müll;F;E001;380;0;1,6076e-13;89
CATTENOM;CATTENOM;KKW;F;E001;380;3640;4444,4468;5200
CERGY;AZALYS;Müll;F;E001;380;0;1,6218e-13;96
CHALON;CHAGNY;Gas;F;E001;220;17,426;17,426;88
CHATEAURENARD;AVIGNON-VEDENE;Müll;F;E001;220;0;1,628e-13;99
CHINON B;CHINON;KKW;F;E001;380;2534;3117,1125;3620
CHOOZ B;CHOOZ B;KKW;F;E001;380;2100;2597,5825;3000
CIVAUX;CIVAUX;KKW;F;E001;380;2093;2588,9291;2990
CIZE;CIZE-BOLOZON;Wasserspeicher;F;E003;220;0;81;81
CORDEMAIS;CORDEMAIS-POSTE;Steinkohle;F;E001;380;805,779;805,779;2686
CORMEILLES;ARGENTEUIL;Müll;F;E001;220;0;118,072;782
CREIL;ESIANE;Müll;F;E001;220;0;1,6301e-13;100
CROIX-DE-METZ;CROIX-DE-METZ;Gas;F;E001;220;0;0;0
CRUAS-MEYSSE;CRUAS;KKW;F;E001;380;2562;3150,6158;3660
CURBANS;LAZER;Wasserspeicher;F;E003;220;0;261;261
DAMPIERRE-EN-BURLY;DAMPIERRE;KKW;F;E001;380;2492;3066,9055;3560
DIRINON;DIRINON;Gas;F;E001;220;51,186;51,186;256
DOBERIE;LAMBALLE;Müll;F;E001;220;0;1,6056e-13;88
FAVARY;PROVENCE SNET;Steinkohle;F;E001;220;286,179;286,179;954
FESSENHEIM;FESSENHEIM 1;KKW;F;E001;380;1232;1520,1379;1760
FLAMANVILLE;FLAMANVILLE;KKW;F;E001;380;1862;2302,8622;2660
FLEAC;CALITOM;Gas;F;E001;220;17,346;17,346;87
FLOIRAC;BORDEAUX-BEGLES;Müll;F;E001;220;0;1,6484e-13;109
FOUSCAIS;ST. GUILLERME;Wasserspeicher;F;E003;220;0;156;156
GARCHIZY;FOURCHAMBAULT;Müll;F;E001;220;0;1,6096e-13;90
GENISSIAT;BELLEGARDE-SUR-VALSERINE;Müll;F;E001;380;0;460;557
GERVANS;CHAMPBLAIN;Gas;F;E001;220;25,786;25,786;129
GIEN;GIEN;Müll;F;E001;220;0;1,6137e-13;92
GOLFECH;GOLFECH;KKW;F;E001;380;1834;2268,131;2620
GRAVELINES;GRAVELINES;KKW;F;E001;380;3822;4654,1958;5460
HORNAING;HORNAING;Steinkohle;F;E001;220;0;101,679;431
IZERNORE;MOUX-CHARMINES;Wasserspeicher;F;E003;220;0;68;68
JACQUARD;GRANGENT;Wasserspeicher;F;E003;220;0;77;77
L'ARDOISE;ORANGE;Gas;F;E001;220;17,386;17,386;87
L'ESTALON;TOULON;Müll;F;E001;220;0;1,6424e-13;106
L'HOSPITALET;L'HOSPITALET;Wasserspeicher;F;E003;220;0;133;133
LA BATHIE;LA BATHIE;Wasserspeicher;F;E003;380;0;586;586
LA COCHE;LA COCHE;Pumpspeicher;F;E003;380;-340;360;360
LA MAXE;LA MAXE;Steinkohle;F;E001;220;175,779;175,779;586
LA MOLE;VAL-BEYNETTE;Wasserspeicher;F;E003;220;0;786;786
LANNEMEZAN;LE PORTILLON;Wasserspeicher;F;E003;220;0;135;135
LARDIT;LARDIT;Wasserspeicher;F;E003;220;0;85;85
LE BLAYAIS;LE BLAYAIS;KKW;F;E001;380;2548;3133,861;3640
LE BREUIL;VALETTE;Wasserspeicher;F;E003;380;0;506;506
LE BROC-CARROS;ST. MARTIN-VESUBIE;Wasserspeicher;F;E003;380;0;182;182
LE BUGEY;LE BUGEY;KKW;F;E001;380;2506;3083,6347;3580
LE CHASTANG;ROSIERS D'EGLETONS;Müll;F;E001;220;0;333;424
LE CHEYLAS;LE CHEYLAS;Pumpspeicher;F;E003;380;-480;540;540
LE HAVRE;LE HAVRE;Steinkohle;F;E001;380;460,779;460,779;1536
LE HOURAT;LICQ-ATHEREY;Wasserspeicher;F;E003;220;0;246;246
LE SAUTET;SAUTET;Wasserspeicher;F;E003;220;0;116;116
LE TRICASTIN;LE TRICASTIN;KKW;F;E001;380;2562;3150,6158;3660
LES BREVIERES;LES BREVIERES;Wasserspeicher;F;E003;220;0;436;436
LES ESPIERS;ORISANE;Müll;F;E001;220;0;3,2437e-13;192
LUCY;LUCY;Steinkohle;F;E001;220;106,779;106,779;356
MARSILLON;PAU-LESCAR;Müll;F;E001;380;0;1,6137e-13;92
MARTIGUES;MARTIGUES;Öl;F;E001;220;203,186;203,186;1016
MAZE;AUZERETTE;Wasserspeicher;F;E003;220;0;69;69
MENTON;ST. DALMAS;Wasserspeicher;F;E003;220;0;90;90
MERENS;TEICH;Wasserspeicher;F;E003;220;0;392;392
MIEGEBAT;ARTOUSTE;Wasserspeicher;F;E003;220;0;128;128
MIONS;VALORLY;Müll;F;E001;380;0;1,6177e-13;94
MONTAHUT;MONTAHUT;Wasserspeicher;F;E003;220;0;143;143
MONTEREAU;MONTEREAU;Gas;F;E001;380;91,186;91,186;456
MONTEYNARD;MONTEYNARD;Wasserspeicher;F;E003;220;0;506;506
MONTEZIC;MONTEZIC POSTE;Pumpspeicher;F;E003;380;-840;950;950
MORBRAS;VAIRES;Steinkohle;F;E001;380;192,279;192,279;641
MOUGINS;ANTIBES;Müll;F;E001;220;0;1,6218e-13;96
MOULNEAUX;ISSEANE;Müll;F;E001;220;0;3,3201e-13;232
MÜLHAUSEN;SAUSHEIM;Müll;F;E001;220;0;1,628e-13;99
NANTES;CHEVIRE;Gas;F;E001;220;87,186;87,186;436
NIORT;GIZAY;Gas;F;E001;220;17,346;17,346;87
NOGENT/SEINE;NOGENT;KKW;F;E001;380;1834;2268,131;2620
PALUEL;PENLY POSTE PALUEL;KKW;F;E001;380;3724;4542,1932;5320
PARISET;COGERI;Gas;F;E001;220;21,026;21,026;106
PASSY;PASSY;Müll;F;E001;220;0;1,6096e-13;90
PENLY;PENLY CENTRALE;KKW;F;E001;380;1862;2302,8622;2660
PEYRAT;VASSIVIERE;Wasserspeicher;F;E003;220;0;155;155
PEYROU;LUNEL-VIEL;Müll;F;E001;220;0;1,6218e-13;96
PIED-DE-BORNE;PUYLAURENT;Wasserspeicher;F;E003;220;0;194;194
PLAINE HAUTE;GUERLEDAN;Wasserspeicher;F;E003;380;0;56;56
PORCHEVILLE B;PORCHEVILLE;Öl;F;E001;380;497,186;497,186;2486
PORT BOUC;COMBIGOLFE;Gas;F;E001;220;105,186;335,358;1677
PRAGNERES;SOULOM;Wasserspeicher;F;E003;220;-331,15;429;429
PREGUILLAC;ST. LAURENT DE COGNAC;Gas;F;E001;380;17,346;17,346;87
PUSY;NOIDANS-LE-FERROUX;Müll;F;E001;220;0;1,6096e-13;90
PYMONT;LONS-LE-SAUNIER;Müll;F;E001;220;0;1,6036e-13;87
QUARTES;P. SAMBRE;Gas;F;E001;220;99,586;99,586;498
QUINSON;QUINSON;Wasserspeicher;F;E003;220;0;81;81
RABATAU;LA CIOTAT;Gas;F;E001;220;17,426;17,426;88
RECY;AUREADE;Müll;F;E001;220;0;1,6177e-13;94
REVIN;REVIN;Pumpspeicher;F;E003;380;-800;848;848
RIORGES;VILLEREST;Wasserspeicher;F;E003;220;0;98;98
RUEYRES;ST. ETIENNE-CANTALES;Wasserspeicher;F;E003;380;0;712;712
SALLES CURAN;BAGE;Wasserspeicher;F;E003;220;0;110;110
SANDOUVILLE;OREADE;Müll;F;E001;220;0;1,6362e-13;103
SAVIGNAC;MARCILLAC;Wasserspeicher;F;E003;220;0;70;70
SEPTEMES;SEMAG;Gas;F;E001;220;17,346;17,346;87
SERRE-PONCON;LES CLAUX;Wasserspeicher;F;E003;220;0;528;528
SISTERON;SISTERON;Wasserspeicher;F;E003;220;0;254;254
ST-ALBAN-ST-MAURICE;ST. ALBAN;KKW;F;E001;380;1869;2311,5434;2670
ST-LAURENT-DES-EAUX 1;ST-LAURENT-DES-EAUX 1;KKW;F;E001;380;640,5;787,1727;915
ST-LAURENT-DES-EAUX 2;ST-LAURENT-DES-EAUX 2;KKW;F;E001;380;640,5;787,1727;915
ST. AVOLD;EMILE-HUCHET;Steinkohle;F;E001;380;418,779;418,779;1396
ST. CROIX;CHAUDANNE;Wasserspeicher;F;E003;220;0;370;370
ST. GUILLERME;CHAMPCELLA;Wasserspeicher;F;E003;220;0;52;52
ST. NAZAIRE;MONTOIR-DE-BRETAGNE;Gas;F;E001;220;104,186;104,186;521
ST. VICTOR;LE POUGET;Pumpspeicher;F;E003;220;-41,5;612;612
STRASBOURG;STRASBOURG 2;Müll;F;E001;220;0;1,6464e-13;108
SUPER-BISSORTE;SUPER-BISSORTE;Pumpspeicher;F;E003;380;-640;923;923
THIONVILLE;THIONVILLE;Gas;F;E001;220;53,186;53,186;266
TORE-SUPRA;VINON;Wasserspeicher;F;E003;380;0;72;72
TRINITE VICTOR;NICE;Müll;F;E001;220;0;1,6584e-13;114
VALENCIENNES;BOUCHAIN;Steinkohle;F;E001;220;0;100,779;437
VANDIERES;BLENOD;Steinkohle;F;E001;380;250,779;250,779;836
VAUJANY;GRAND MAISON;Pumpspeicher;F;E003;380;-1275;1840;1840
VERFEIL;BESSIERES;Müll;F;E001;380;0;1,6362e-13;103
VILLARODIN;VILLARODIN;Wasserspeicher;F;E003;380;0;400;400
VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;Müll;F;E001;220;0;1,6157e-13;93
VILLEVAUDE;ST. THIBAULT-DES-VIGNES;Müll;F;E001;380;0;1,626e-13;98
VINCEY;RAMBERVILLERS;Müll;F;E001;380;0;1,6137e-13;92
VITRY;VITRY;Steinkohle;F;E001;220;0;385,779;1541
VOUGLANS;VOUGLANS;Wasserspeicher;F;E003;220;0;328;328
BERGUM;BERGUM;Gas;N;E001;220;131,396;350,7445;657
BEVERWIJK;VELSEN;Gas;N;E001;380;0;603,3376;1077
BORSSELE;SLOE;Gas;N;E001;380;79,596;2218,9895;2814
DIEMEN;DIEMEN 33;Gas;N;E001;380;0;491,8167;898
DODEWAARD;GELDERLAND;Steinkohle;N;E001;380;8,196;605,7599;624
EEMSHAVEN;EEMS 1;Gas;N;E001;380;0;824,7391;2448
EINDHOVEN;EINDHOVEN;Gas;N;E001;380;8,596;49,0974;88
GEERTRUIDENBERG;DONGE;Gas;N;E001;380;5,196;1763,2419;2202
HENGELO;SALINCO;Gas;N;E001;380;0;77,6812;123
HESSENWEG;HARCULO;Gas;N;E001;220;69,796;200,2454;349
KRIMPEN;ROTTERDAM;GuD;N;E001;380;0;995,6188;1565
LELYSTAD;LELYSTAD;Gas;N;E001;380;22,396;580,6293;1106
LOUWSMEER;HARLINGEN;Müll;N;E001;220;0;10;10
MAASBRACHT;DSM;GuD;N;E001;380;45,196;1134,2199;2441
MAASVLAKTE;MAASVLAKTE 1;Steinkohle;N;E001;380;14,596;1134,9955;1166
MEEDEN;KLAZIENAVEEN;Gas;N;E001;380;3,196;88,103;158
OOSTZAAN;HEMWEG 7;Steinkohle;N;E001;380;0;1168,9028;1470
ROBBENPLAAT;DELFZIJL;Müll;N;E001;380;0;4;4
SIMONSHAVEN;BOTLEK;Müll;N;E001;380;0;198,7449;227
WEIWERD;DELESTO;Gas;N;E001;220;104,596;288,265;523
WESTERTEE;LEIDEN;Gas;N;E001;380;14,196;370,9569;652
ZEYERVEEN;WIJSTER;Müll;N;E001;220;0;41;41
ALTENWÖRTH;THEIß;Gas;O;E001;220;171,696;171,696;859
BISAMBERG;DONAUSTADT 3;Gas;O;E001;380;0;169,792;923
DÜRNROHR;DÜRNROHR;Steinkohle;O;E001;380;244,644;244,644;816
HAUSRUCK;TIMELKAM CC;GuD;O;E001;220;0;214,3007;749
HESSENBERG;NIKALSDORF;Müll;O;E001;220;0;1,4214e-13;66
HÄUSLING;HÄUSLING;Pumpspeicher;O;E003;220;-360;366;366
KAINACHTAL;WERNDORF;Heizkraftwerk;O;E001;380;0;591,1193;1608
KAPRUN;KAPRUN LIMBERG II;Pumpspeicher;O;E003;220;-480;996;996
KOPS I;RIFAWERK;Pumpspeicher;O;E003;220;-8;913;913
KÜHTAI;KÜHTAI;Pumpspeicher;O;E003;220;-250;295;295
LIENZ;FELDSEE;Wasserspeicher;O;E003;380;0;370;370
LÜNERSEE;LÜNERSEE;Pumpspeicher;O;E003;220;-224;338;338
MALTA;ZEDERHAUS;Wasserspeicher;O;E003;220;-580;1154;1154
MAYRHOFEN;MAYRHOFEN;Wasserspeicher;O;E003;220;0;351;351
OSTSTEIERMARKT;GRAZ;Heizkraftwerk;O;E001;380;0;71,5339;116
OTTENSHEIM;H. LINZ;Gas;O;E001;220;0;44,496;299
PRUTZ;PRUTZ;Wasserspeicher;O;E003;220;0;774;774
PYHRN;HIEFLAU;Wasserspeicher;O;E003;220;0;69;69
RODUND;RODUND;Pumpspeicher;O;E003;220;-317;514;514
ROSEGG;ARNOLDSTEIN;Müll;O;E001;220;0;1,4214e-13;66
ROßHAG;ROßHAG;Pumpspeicher;O;E003;220;-240;237;237
SALZACH;RIEDERSBACH 1;Steinkohle;O;E001;220;0;291,2281;612
