$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P0;P max
AVELGEM;RUIEN;Gas;B;E001;380;175,8;551,7994;879
BRUEGEL;SYRAL;Gas;B;E001;380;3,6;33,5482;66
COO;COO;Pumpspeicher;B;E003;380;-1035;0;1164
DOEL;KALLO;Gas;B;E001;380;8,6;3405,7829;3685
DROGENBOS;DROGENBOS;Gas;B;E001;380;3,6;344,7695;556
EEKLO;HERDERSBRUG;Gas;B;E001;380;3,6;327,901;554
GOUY;BAUDOUR;Gas;B;E001;380;70;490,9991;770
HOUFFALIZE;CIERREUX;Öl;B;E001;220;3,4;3,4;17
IZEGEM;IZEGEM;Gas;B;E001;380;3,6;73,2263;141
JUPILLE;MONSIN 1;Gas;B;E001;220;3,4;50,4876;91
LIXHE;SAPPI;Gas;B;E001;380;8,6;582,6509;599
MASSENHOVEN;MOL 13;Gas;B;E001;380;6;24,5329;62
MEERHOUT;GEEL AMOCO;Gas;B;E001;380;8,6;294,0679;463
MERCATOR;OUDEGEM;Gas;B;E001;380;2,9;22,1867;38
MONCEAU;MARCINELLE;Gas;B;E001;220;-144;261,1618;554
RODENHUIZE;RODENHUIZE 1;Gas;B;E001;380;3,6;994,8077;1569
SERAING;SERAING;Gas;B;E001;220;47,6;439,1545;688
TERGNEE;JEMEPPE-SOLVAY;Gas;B;E001;380;18,8;60,263;94
TIHANGE;TIHANGE;KKW;B;E001;380;2111,2;3016;3016
V. BRUG;V. BRUG;Gas;B;E001;380;77;245,5155;385
ZANDVLIET;ZANDVLIET;GuD;B;E001;380;79;251,7757;395
ALBRECHTICE;DETMAROVICE;Braunkohle;C;E001;380;88,815;638,9963;1140
CHOMUTOV;KOMORANY;Braunkohle;C;E001;220;83,715;175,1601;280
CHOTEJOVICE;LEDVICE;Braunkohle;C;E001;220;204,615;383,4891;683
CHRAST;PLZEN SKODA;Braunkohle;C;E001;380;39,915;86,78;134
CHVALETICE;CHVALETICE;Braunkohle;C;E001;380;252,615;454,0343;843
DALESICE;DALESICE;Pumpspeicher;C;E003;380;-450;0;487
DASNY;LIPNO;Wasserspeicher;C;E003;380;0;0;128
DLOUHE STRANE;DLOUHE STRANE;Pumpspeicher;C;E003;380;-624;0;657
DUKOVANY;DUKOVANY;KKW;C;E001;380;1275,4;1822;1822
HRADEC ZAPAD;KLADNO;Braunkohle;C;E001;380;142,515;282,4797;476
KOCIN;HRACHOLUSKY;Wasserspeicher;C;E003;380;-1,91;0;18
KRASIKOV;PASTVINY;Pumpspeicher;C;E003;380;-3;0;10
MELNIK;MELNIK;Braunkohle;C;E001;380;36,615;634,1856;1238
NEZNASOV;OPATOVICE;Braunkohle;C;E001;380;62,115;378,0804;614
OPOCINEK;PRACOV;Wasserspeicher;C;E003;220;0;0;17
POCERADY;POCERADY;Braunkohle;C;E001;380;372,615;592,6435;1243
PROSENICE;MORAVSKE;Braunkohle;C;E001;380;24,615;190,6347;293
PRUNEROV;PRUNEROV;Braunkohle;C;E001;380;525,615;747,0039;1753
SOKOLNICE;HODONIN;Braunkohle;C;E001;380;0;98,7221;163
TEMELIN;TEMELIN;KKW;C;E001;380;1309;1870;1870
TISOVA;TISOVA;Braunkohle;C;E001;220;162,615;316,4722;543
TUSIMICE;TUSIMICE;Braunkohle;C;E001;380;252,615;454,0343;843
TYNEC;KOLIN;Braunkohle;C;E001;380;17,415;38,3415;59
VRESOVA;VRESOVA;Braunkohle;C;E001;220;198,615;374,2322;663
ALTEN;string;Pumpspeicher;D;E003;string;0;0;2104
ATKSH;string;Wasserspeicher;D;E003;string;0;0;310
AUDOR;string;Öl;D;E001;string;17,4;17,4;87
BASF;string;Gas;D;E001;string;32;147,5633;160
BECHT;string;Gas;D;E001;string;11;45,6402;55
BERGM;string;Steinkohle;D;E001;string;103,5;345;345
BERGS;string;Gas;D;E001;string;2,44;8,3892;13
BERTRANGE;LEUDELANGE;Müll;D;E001;220;0;47;47
BEXBA;string;Steinkohle;D;E001;string;216,3;721;721
BIBLI;string;KKW;D;E001;string;802,2;2386;2386
BISCH;string;Gas;D;E001;string;67;320,3814;335
BIXTE;string;Pumpspeicher;D;E003;string;0;0;8
BLOCK;string;Steinkohle;D;E001;string;17,6;390,6148;475
BOCHU;string;Steinkohle;D;E001;string;39,9;413;413
BOXBE;string;Braunkohle;D;E001;string;0;2,2865e-08;1787
BRAUW;string;Braunkohle;D;E001;string;0;3,046e-08;842
BROKD;string;KKW;D;E001;string;987;1410;1410
BRUNS;string;Öl;D;E001;string;12,7;821,8;1027
CHARL;string;Gas;D;E001;string;14;576,8084;643
DAXLA;string;Gas;D;E001;string;70,6;843,2659;858
DOLLE;string;Steinkohle;D;E001;string;10,1;280,2;362
ELMEN;string;Steinkohle;D;E001;string;44,7;473;473
EMDEN;string;Gas;D;E001;string;10;40,8955;50
ERFUR;string;Pumpspeicher;D;E003;string;0;0;756
ESCH;TWINERG;GuD;D;E001;220;82,934;399,9331;415
ETZEN;string;Pumpspeicher;D;E003;string;0;0;254
FARGE;string;Steinkohle;D;E001;string;105;350;350
FLEBOUR;ESCH-SUR-SURE;Wasserspeicher;D;E003;220;0;0;13
FRANF;string;Steinkohle;D;E001;string;11,2;256,7242;287
GAREN;string;Gas;D;E001;string;83,4;401,9241;417
GERST;string;Steinkohle;D;E001;string;11;2214,0622;2307
GOHRP;string;Braunkohle;D;E001;string;0;5,3296e-08;1231
GRAFE;string;KKW;D;E001;string;892,5;1275;1275
GROHN;string;KKW;D;E001;string;952;1360;1360
GROSG;string;Öl;D;E001;string;17;69,4;347
GROSK;string;Steinkohle;D;E001;string;74,7;1658,1947;1674
GUNDE;string;Steinkohle;D;E001;string;33,6;3276,2347;3292
GURTW;string;Pumpspeicher;D;E003;string;0;0;1820
HALFE;string;Braunkohle;D;E001;string;0;7,6066e-09;85
HAMBO;string;Steinkohle;D;E001;string;22,5;194;194
HANEK;string;Gas;D;E001;string;11;2100,7876;2149
HANNO;string;Gas;D;E001;string;20,4;307,3902;332
HBORN;string;Gas;D;E001;string;18;231,8303;255
HEILB;string;Steinkohle;D;E001;string;25,5;390;390
HELMS;string;Braunkohle;D;E001;string;0;7,62e-09;352
HERNE;string;Steinkohle;D;E001;string;3,4;118,4;132
HEYDE;string;Steinkohle;D;E001;string;2,4;1156,3367;1197
HOHEN;string;Öl;D;E001;string;15,48;15,48;78
HUNTO;string;Gas;D;E001;string;64,2;306,4792;321
INGOL;string;Öl;D;E001;string;77,2;154,4;772
IRSCH;string;Gas;D;E001;string;4,6;409,1335;461
ISAR;string;KKW;D;E001;string;614,6;2288;2288
ITZEH;string;Öl;D;E001;string;17,6;17,6;88
JAENS;string;Braunkohle;D;E001;string;0;4,5725e-08;2790
KIEL;string;Steinkohle;D;E001;string;96,9;323;323
KLOST;string;Pumpspeicher;D;E003;string;0;0;160
KNAPS;string;Braunkohle;D;E001;string;0;783,7223;852
KOEPC;string;Pumpspeicher;D;E003;string;0;0;631
KRIEG;string;Gas;D;E001;string;10,6;836,6529;876
KRUCK;string;Gas;D;E001;string;2,4;696,4264;714
KRUEM;string;KKW;D;E001;string;0;1260;1340
KUEHM;string;Pumpspeicher;D;E003;string;0;0;720
KUPFE;string;Gas;D;E001;string;11,4;47,5468;57
KUSEN;string;Steinkohle;D;E001;string;103,5;690;690
LANDE;string;Gas;D;E001;string;100;484,5836;500
LAUCH;string;Braunkohle;D;E001;string;0;24;1178
LEUPO;string;Wasserspeicher;D;E003;string;0;0;46
LIPPB;string;Steinkohle;D;E001;string;0;588;596
LUDER;string;Pumpspeicher;D;E003;string;0;0;320
MALCH;string;Gas;D;E001;string;7,5;118,748;152
MARIE;string;Öl;D;E001;string;4,64;18,56;96
MARKB;string;Pumpspeicher;D;E003;string;0;0;2092
MEHRU;string;Steinkohle;D;E001;string;207;690;690
MENGE;string;Steinkohle;D;E001;string;215,1;717;717
METZI;string;Pumpspeicher;D;E003;string;0;0;180
MITTE;string;Gas;D;E001;string;10,2;538,2035;635
MOELL;string;Steinkohle;D;E001;string;95,4;640;640
MUEND;string;Gas;D;E001;string;60,6;288,6168;303
NDVIE;string;Steinkohle;D;E001;string;31;420,6722;433
NECKA;string;KKW;D;E001;string;27;2378;2486
NEURO;string;Steinkohle;D;E001;string;60,75;1063;1063
NIEDS;string;Pumpspeicher;D;E003;string;0;0;2192
NWIES;string;Gas;D;E001;string;0;48,4929;115
OBERN;string;Wasserspeicher;D;E003;string;0;0;72
OBERZ;string;Gas;D;E001;string;0;515,7845;2600
OPLAD;string;Braunkohle;D;E001;string;0;10,6866;1081
OSTER;string;Gas;D;E001;string;0;244,8878;581
PHILI;string;KKW;D;E001;string;623;2292;2292
PLEIN;string;Öl;D;E001;string;138,8;138,8;694
POEPI;string;Steinkohle;D;E001;string;103,5;345;345
POLSU;string;Steinkohle;D;E001;string;103,5;1021;1021
PULGA;string;Braunkohle;D;E001;string;0;1,5247e-08;1750
RAITE;string;Gas;D;E001;string;15;129,7;150
REMPT;string;Pumpspeicher;D;E003;string;0;0;160
REUTE;string;Steinkohle;D;E001;string;6;282;282
RHEIN;string;Gas;D;E001;string;8;384,8572;407
ROMME;string;Braunkohle;D;E001;string;0;9,1415e-08;5253
ROOST;REDANGE;Gas;D;E001;220;7,534;29,6905;38
ROSTO;string;Steinkohle;D;E001;string;152,4;508;508
ROXEL;string;Öl;D;E001;string;4,66;13,98;72
SCHOL;string;Steinkohle;D;E001;string;21;70;70
SIEGB;string;Braunkohle;D;E001;string;0;7,6102e-09;118
STREU;string;Pumpspeicher;D;E003;string;0;0;40
SWPUM;string;Braunkohle;D;E001;string;0;1,5245e-08;1536
THYRO;string;Gas;D;E001;string;7,3;233,8288;300
TIENG;string;Gas;D;E001;string;0;31,5393;980
UCHTE;string;Gas;D;E001;string;25;769,394;781
UENTR;string;Gas;D;E001;string;167,6;821,6226;838
UNTER;string;KKW;D;E001;string;941,5;1345;1345
URBER;string;Pumpspeicher;D;E003;string;0;0;440
VELTH;string;Steinkohle;D;E001;string;13;771,5928;796
VIANDEN;VIANDEN;Pumpspeicher;D;E003;220;-850;0;1096
WALDE;string;Wasserspeicher;D;E003;string;0;0;1266
WALSU;string;Steinkohle;D;E001;string;38,7;628;628
WENDL;string;Gas;D;E001;string;10;514,3993;553
WESTE;string;Steinkohle;D;E001;string;238,2;794;794
WILHE;string;Steinkohle;D;E001;string;11,2;768,2;813
ZENSE;string;Steinkohle;D;E001;string;208,5;1390;1390
ZUKUN;string;Laufwasser;D;E001;string;0;28;28
AMAGER;AMAGERVAERKET;Steinkohle;DK_O;E001;150;122,445;409;409
ASNAES POWER STATION;ASNAESVAERKET;Ölschiefer;DK_O;E001;380;211,03;266,4393;1056
AVEDÖRE POWER STATION;AVEDÖRE VAERKET;Gas;DK_O;E001;380;161,63;809;809
BORUP;HILLERÖD;Gas;DK_O;E001;150;15,03;76;76
GLENTEGÄRD;DTU;Gas;DK_O;E001;380;7,23;37;37
H. C. ÖRSTED POWER STATION;H. C. ÖRSTED VAERKET;Gas;DK_O;E001;380;26,23;132;132
HASLEV;HASLEV;Heizkraftwerk;DK_O;E001;150;0;4;4
HEJNINGE;SLAGELSE;Heizkraftwerk;DK_O;E001;150;0;10;10
KYNDBY;KYNDBYVAERKET;Öl;DK_O;E001;380;134,83;211,4197;675
RINGSTED;RINGSTED;Gas;DK_O;E001;150;1,83;10;10
STIGSNAES;STIGSNAESVAERKET;Steinkohle;DK_O;E001;150;122,145;408;408
SVANEMÖLLE;SVANEMÖLLEVAERKET;Steinkohle;DK_O;E001;150;23,745;80;80
TEGLSTRUPGÄRD;HELSINGÖR;Gas;DK_O;E001;150;11,03;56;56
VALSEVAERKET;HELSINGE;Gas;DK_O;E001;150;0,25;2;2
VESTLOLLAND;MARIBO;Heizkraftwerk;DK_O;E001;150;0;8;8
ABILDSKOV;GLAMSBJERG;Gas;DK_W;E001;150;0,37;0,37;2
BREDEKAER;HJÖRRING;Gas;DK_W;E001;150;11,63;11,63;59
ENSTED;ENSTED VAERKET;Steinkohle;DK_W;E001;220;186,945;396,3005;624
ESBJERG;ESBJERG VAERKET;Steinkohle;DK_W;E001;150;112,845;238,8908;377
FYNS;FYNS VAERKET;Steinkohle;DK_W;E001;380;201,945;429,0821;674
HATTING;HORSENS;Müll;DK_W;E001;150;0;34;34
HERNING;HERNING;Gas;DK_W;E001;150;17,43;17,43;88
LYKKEGÄRD;BRAMMING;Gas;DK_W;E001;150;2,77;2,77;14
MAGSTRUP;HADERSLEV;Müll;DK_W;E001;150;0;2;2
MOSELUND;RANDERS;Steinkohle;DK_W;E001;150;15,045;33,1399;51
NIBSTRUP;TAARS;Gas;DK_W;E001;150;0,63;0,63;4
NORDJYLLANDS;NORDJYLLANDS VAERKET 1;Steinkohle;DK_W;E001;380;197,445;419,1977;659
SKAERBAEKVAERKET;SKAERBAEKVAERKET;Gas;DK_W;E001;380;78,03;78,03;391
STRUER;MÄBJERG;Heizkraftwerk;DK_W;E001;150;0;27;27
STUDSTRUP;STUDSTRUPVAERKET;Ölschiefer;DK_W;E001;380;139,63;139,63;699
SVENDBORG;RUDKÖBING;Heizkraftwerk;DK_W;E001;150;0;1;1
TANGE;BJERRINGBRO;Gas;DK_W;E001;150;0;2,03;21
THYREGOD;NÖRRE SNEDE;Gas;DK_W;E001;150;0,35;0,92;5
ÄSTRUP;GRENÄ;Heizkraftwerk;DK_W;E001;150;0;17;17
ARAMON;ARAMON;Öl;F;E001;380;297,186;297,186;1486
ARRIGHI;ARRIGHI;Gas;F;E001;220;67,186;67,186;336
ASTON;ASTON;Wasserspeicher;F;E003;220;0;0;156
AUSSOIS;AUSSOIS;Wasserspeicher;F;E003;220;0;0;238
